ID_Produto,Produto,Titulo,Categoria,Descricao,Preco,Avaliacao,Disponibilidade
740,Livro,the lonely ones,childrens,When your only friend is your own endless imagination how do you escape your mind and connect to the world around youwith parents too busy to pay her attention an older brother and sister who would rather spend their time with friends and peers who oscillate between picking on her and simply ignoring her its no wonder that fain spends most of her time in a world of h when your only friend is.,43.59,5,In stock
741,Livro,the lean startup how todays entrepreneurs use continuous innovation to create radically successful businesses,business,Most startups fail but many of those failures are preventable the lean startup is a new approach being adopted across the globe changing the way companies are built and new products are launched eric ries defines a startup asan organization dedicated to creating something new under conditions of extreme uncertainty this is just as true for one person in a garage or a most startups fail but many of those failures are preventable.,33.92,3,In stock
742,Livro,the last painting of sara de vos,historical fiction,This is what we long for the profound pleasure of being swept into vivid new worlds peopled by characters so intriguing and real that we cant shake them even long after the readings done in his earlier awardwinning novels dominic smith demonstrated a gift for coaxing the past to life now in the last painting of sara de vos he deftly bridges the historica this is what we long for the profound pleasure of being swept into vivid.,55.55,2,In stock
743,Livro,the land of  madonnas,young adult,Five teens backpack through europe to fulfill the mysterious dying wish of their friendjesse lives with his history professor dad in a house covered with postcards of images of the madonna from all over the world theyre gotten used to this life two motherless.,29.64,4,In stock
744,Livro,the infinities,fiction,On a languid midsummers day in the countryside old adam godley a renowned theoretical mathematician is dying his family gathers at his bedside his son young adam struggling to maintain his marriage to a radiantly beautiful actress his nineteenyearold daughter petra filled with voices and visions as she waits for the inevitable their mother ursula whose rela on a languid midsummers day in the countryside old adam godley a renowned.,27.41,1,In stock
745,Livro,the husbands secret,fiction,At the heart of the husbands secret is a letter thats not meant to be readmy darling cecilia if youre reading this then ive diedimagine that your husband wrote you a letter to be opened after his death imagine too that the letter contains his deepest darkest secretsomething with the potential to destroy not just the life you built.,52.51,5,In stock
747,Livro,the guns of august,history,The pulitzer prizewinning classic about the outbreak of world war ihistorian pulitzer prizewinning author barbara tuchman has brought to life again the people and events that led up to wwi with attention to fascinating detail and.,14.54,2,In stock
748,Livro,the guernsey literary and potato peel pie society,historical fiction,I wonder how the book got to guernsey perhaps there is some sort of secret homing instinct in books that brings them to their perfect readers january london is emerging from the shadow of the second world war and writer juliet ashton is looking for her next book subject who could imagine that she would find it in a letter from a man shes never met a native o i wonder how the.,49.53,1,In stock
751,Livro,the girl with all the gifts,horror,Melanie is a very special girl dr caldwell calls her our little geniusevery morning melanie waits in her cell to be collected for class when they come for her sergeant parks keeps his gun pointing at her while two of his people strap.,49.47,3,In stock
754,Livro,the exiled,mystery,Can anyone ever truly outrun his pastback in the s wes raney was an ambitious new york city narcotics detective with a growing drug habit of his own while working undercover on a highrisk case he made decisions that ultimately cost him not only his career but also his family disgraced raney fledbut history is finally catching.,43.45,3,In stock
756,Livro,the elegant universe superstrings hidden dimensions and the quest for the ultimate theory,science,The international bestseller that inspired a major nova special and sparked a new understanding of the universe now with a new preface and epiloguebrian greene one of the worlds leading string theorists peels away layers of mystery to reveal a universe.,13.03,4,In stock
757,Livro,the disappearing spoon and other true tales of madness love and the history of the world from the periodic table of the elements,science,From new york times bestselling author sam kean comes incredible stories of science history finance mythology the arts medicine and more as told by the periodic table why did gandhi hate iodine i how did radium ra nearly ruin marie curies reputation and why is gallium ga the goto element for laboratory prankstersthe.,57.35,5,In stock
758,Livro,the devil wears prada the devil wears prada,womens fiction,A delightfully dishy novel about the alltime most impossible boss in the history of impossible bosses andrea sachs a smalltown girl fresh out of college lands the job a million girls would die for hired as the assistant to miranda priestly the highprofile fabulously successful editor of runway magazine andrea finds herself in an office that shouts prada arm a delightfully dishy novel about the alltime most impossible boss in the history of impossible bosses andrea sachs a smalltown girl fresh out of college lands the job a million girls would.,44.29,1,In stock
760,Livro,the day the crayons came home crayons,childrens,The companion to the blockbuster bestseller the day the crayons quit im not sure what it is about this kid duncan but his crayons sure are a colorful bunch of characters having soothed the hurt feelings of one group who threatened to quit duncan now faces a whole new group of crayons asking to be rescued from maroon crayon who was lost beneath the sofa cushions the companion to the blockbuster bestseller the day the crayons quit im not sure what it is about this kid duncan but his crayons sure are a.,26.33,5,In stock
761,Livro,the da vinci code robert langdon,fiction,An ingenious code hidden in the works of leonardo da vinci a desperate race through the cathedrals and castles of europe an astonishing truth concealed for centuries unveiled at lastwhile in paris harvard symbologist robert langdon is awakened by a phone call in the dead of the night the elderly curator of the louvre has.,22.96,2,In stock
762,Livro,the cuckoos calling cormoran strike,mystery,A brilliant debut mystery in a classic vein detective cormoran strike investigates a supermodels suicide after losing his leg to a land mine in afghanistan cormoran strike is barely scraping by as a private investigator strike is down to one client and creditors are calling he has also just broken up with his longtime girlfriend and is living in his officethen john a.,19.21,1,In stock
763,Livro,the complete stories and poems the works of edgar allan poe cameo edition,classics,This single volume brings together all of.,26.78,4,In stock
766,Livro,the cat in the hat beginner books b,childrens,Join the cat in the hat as he makes learning to read a joy its a rainy day and dick and sally cant find anything to do until the cat in the hat unexpectedly appears and turns their dreary afternoon into a funfilled extravaganza this beloved beginner book.,16.26,2,In stock
769,Livro,the book of basketball the nba according to the sports guy,sports and games,There is only one writer on the planet who possesses enough basketball knowledge and passion to write the definitive book on the nba bill simmons the fromthewomb hoops addict known to millions as espncoms sports guy is that writer and the book of basketball is that book nowhere in the roundball universe will you find another single volume that covers as much in s there is only one writer on the planet who possesses enough basketball knowledge and.,44.84,5,In stock
772,Livro,the art of simple food notes lessons and recipes from a delicious revolution,food and drink,Perhaps more responsible than anyone for the revolution in the way we eat cook and think about food alice waters has singlehandedly changed the american palate according to the new york times her simple but inventive dishes focus on a passion for flavor and a reverence for locally produced seasonal foodswith an essential repertoire of timeless approachable.,34.32,3,In stock
773,Livro,the art of fielding,fiction,At westish college a small school on the shore of lake michigan baseball star henry skrimshander seems destined for big league stardom but when a routine throw goes disastrously off course the fates of five people are upendedhenrys fight against selfdoubt threatens to ruin his future college president guert affenlight a longtime bachelor has fallen unexpectedly a at westish college a.,22.1,1,In stock
774,Livro,surely youre joking mr feynman adventures of a curious character,science,Richard feynman winner of the nobel prize in physics thrived on outrageous adventures here he recounts in his inimitable voice his experience trading ideas on atomic physics with einstein and bohr and ideas on gambling.,25.83,2,In stock
775,Livro,stiff the curious lives of human cadavers,nonfiction,Stiff is an oddly compelling often hilarious exploration of the strange lives of our bodies postmortem for two thousand years cadaverssome willingly some unwittinglyhave been involved in sciences boldest.,36.74,3,In stock
776,Livro,spilled milk based on a true story,nonfiction,Brooke nolan is a battered child who makes an anonymous phone call about the escalating brutality in her home when social services jeopardize her safety condemning her to keep her fathers secret its a glass of spilled milk at the dinner table that forces her to.,49.51,1,In stock
777,Livro,something borrowed darcy  rachel,womens fiction,Something borrowed tells the story of rachel a young attorney living and working in manhattan rachel has always been the consummate good girluntil her thirtieth birthday when her best friend darcy throws her a party that night after too many drinks rachel ends up in bed with darcys fiancé although she.,48.96,5,In stock
778,Livro,something blue darcy  rachel,womens fiction,Following the smashhit something borrowed comes story of betrayal redemption and forgivenessdarcy rhone has always been able to rely on a few things her beauty and charmher fiance dex her lifelong best friend rachelshe never needed anything elseor so she thinks until.,54.62,1,In stock
779,Livro,soldier talon,fantasy,The price of freedom is everythingwhen forced to choose between safety with the dragon organization talon and being hunted forever as an outcast ember hill chose to stand with riley and his band of rogue dragons rather than become an assassin for talon shes lost any contact with her.,24.72,2,In stock
782,Livro,seven brief lessons on physics,science,Everything you need to know about the beauty ofmodern physics in less than pagesin seven brief lessons italian theoretical physicist carlo rovelli guides readers with admirable clarity through the most transformative physics breakthroughs of the twentieth and twentyfirst centuries this playful entertaining and mindbending introduction to modern physics already a.,30.6,4,In stock
783,Livro,scarlet the lunar chronicles,young adult,Cinder the cyborg mechanic returns in the second thrilling installment of the bestselling lunar chronicles shes trying to break out of prisoneven though if she succeeds shell be the commonwealths most wanted fugitive halfway around the world scarlet benoits grandmother is missing it turns out there are many things scarlet.,14.57,4,In stock
785,Livro,saga volume  saga collected editions,sequential art,From the hugo awardwinning duo of brian k vaughan the private eye y the last man and fiona staples north red sonja saga is the sweeping tale of one young family fighting to find.,21.57,5,In stock
786,Livro,running with scissors,autobiography,Augusten burroughs is the author of the bestselling trilogy running with scissors dry and lust wonder return to the memoir that started it allthe true story of a boy whose mother a poet with delusions of anne sexton gave him away to be raised by her unorthodox psychiatrist who bore.,12.91,4,In stock
788,Livro,rise of the rocket girls the women who propelled us from missiles to the moon to mars,nonfiction,The riveting true story of the women who launched america into spacein the s and s when the newly minted jet propulsion laboratory needed quickthinking mathematicians to calculate velocities and plot trajectories they didnt turn to male graduates rather they recruited an elite group of young women who with only.,41.67,4,In stock
789,Livro,rework,business,Most business books give you the same old advice write a business plan study the competition seek investors yadda if youre looking for a book like that put this one back on the shelfrework shows you a better faster easier way to succeed in business read it and youll know why plans are actually harmful why you dont need outside investors and why youre most business books.,44.88,2,In stock
790,Livro,reservations for two,romance,Widowers maggie obrien and carson jennings are both on a journey to rediscover who they are maggie an adventurous former pastors wife of thirtynine years hopes to find closure in the place she and her husband spent their honeymoon carson a retired judge is living his lifelong dream of traveling across the us in his.,11.1,3,In stock
791,Livro,red the true story of red riding hood,childrens,Red is the most wonderfilled fairy tale of them allchris grabenstein new york times bestselling author of escape from mr lemoncellos library red is not afraid of the big bad wolfshes not afraid of anything except magic but when reds granny falls ill it seems that only magic can save her and fearless red is forced to confront her.,28.54,3,In stock
792,Livro,ready player one,science fiction,In the year reality is an ugly place the only time teenage wade watts really feels alive is when hes jacked into the virtual utopia known as the oasis wades devoted his life to studying the puzzles hidden within this worlds digital confines puzzles.,19.07,4,In stock
794,Livro,prodigy the graphic novel legend the graphic novel,sequential art,The second book in the bestselling legend trilogy comes to life in this vibrant graphic novel adaptationafter escaping from the republics stronghold day and june are on the run in vegas when the country learns that their elector primo has died and his son has stepped in to take his place they meet up.,43.63,3,In stock
795,Livro,persepolis the story of a childhood persepolis,sequential art,A new york times notable booka time magazine best comix of the yeara san francisco chronicle and los angeles times bestsellerwise funny and heartbreaking persepolis is marjane satrapis memoir of growing up in iran during the islamic revolution in powerful blackandwhite comic strip images satrapi tells the story of her life in tehran from ages six to fourteen ye a new york times notable booka time magazine best comix of the.,39.13,1,In stock
797,Livro,outliers the story of success,nonfiction,In this stunning new book malcolm gladwell takes us on an intellectual journey through the world of outliersthe best and the brightest the most famous and the most successful he asks the question what makes highachievers differenthis answer is that we pay.,14.16,1,In stock
798,Livro,original fake,sequential art,In this banksyinspired illustrated novel an escalating sibling rivalry train wrecks and vengeance is a streetart act of warintrovert frankie neumann hates his life and understandably so hes got a weird tutuwearing sister lou and even weirder parents bridget and brettfrank sinatra and dr franknfurter impersonators respectively and hes just the guy who mak in this banksyinspired illustrated.,31.45,3,In stock
801,Livro,notes from a small island notes from a small island,nonfiction,Suddenly in the space of a moment i realized what it was that i loved about britainwhich is to say all of it after nearly two decades spent on british soil bill bryson bestselling author of the mother tongue and made in americadecided to return to the united states i had recently read bryson writes that million.,40.17,1,In stock
802,Livro,night the night trilogy,nonfiction,Night is a work by elie wiesel about his experience with his father in the nazi german concentration camps at auschwitz and buchenwald in at the height of the holocaust and toward the end of the second world war in just over pages of sparse and.,13.51,1,In stock
803,Livro,neither here nor there travels in europe,travel,Bill brysons first travel book the lost continent was unanimously acclaimed as one of the funniest books in years in neither here nor there he brings his unique brand of humour to bear on europe as he shoulders his backpack keeps a tight hold on his wallet and journeys from hammerfest the.,38.95,3,In stock
804,Livro,naked,humor,Welcome to the hilarious strange elegiac outrageous world of david sedaris in naked sedaris turns the mania for memoir on its proverbial ear mining the exceedingly rich terrain of his life his family and his unique worldviewa sensibility at once.,31.69,3,In stock
806,Livro,miracles from heaven a little girl her journey to heaven and her amazing story of healing,nonfiction,In a remarkable true story of faith and blessings a mother tells of her sickly young daughter how she survived a dangerous accident her visit to heaven and the inexplicable disappearance of the symptoms of her chronic diseaseannabel beam spent most of her childhood in and out of hospitals with a rare and incurable digestive disorder.,57.83,1,In stock
807,Livro,midnight riot peter grant rivers of london  books,fantasy,Probationary constable peter grant dreams of being a detective in londons metropolitan police too bad his superior plans to assign him to the case progression unit where the biggest threat hell face is a paper cut but peters prospects change in the aftermath of a puzzling murder when.,55.46,2,In stock
808,Livro,me talk pretty one day,autobiography,David sedaris move to paris from new york inspired these hilarious pieces including the title essay about his attempts to learn french from a sadistic teacher who declares that every day spent with you is like having a caesarean.,57.6,2,In stock
810,Livro,lust  wonder,autobiography,First came running with scissors then came dry now theres lust wonderin chronicling the development and demise of the different relationships hes had while living in new york augusten burroughs examines what it means to be in love.,11.87,2,In stock
811,Livro,lila gilead,fiction,Marilynne robinson one of the greatest novelists of our time returns to the town of gilead in an unforgettable story of a girlhood lived on the fringes of society in fear awe and wonderlila homeless and alone after years of roaming the countryside steps inside a smalltown iowa churchthe only available shelter from the rainand ignites a romance and a debate that w marilynne robinson one of the greatest novelists of our time.,12.47,3,In stock
812,Livro,life the universe and everything hitchhikers guide to the galaxy,science fiction,The unhappy inhabitants of planet krikkit are sick of looking at the night sky above their headsso they plan to destroy it the universe that is now only five individuals stand between the killer robots of krikkit and their goal of total annihilationthey are arthur dent a mildmannered space and time traveler who tries to learn.,33.26,2,In stock
813,Livro,life without a recipe,autobiography,On one side there is grace prizewinning author diana abujabers tough independent sugarfiend of a german grandmother wielding a suitcase full of holiday cookies on the other bud a flamboyant spiceobsessed arab father full of passionate argument the two could not agree on anything not about food work or especially about what diana should do with her life g on one side there is grace prizewinning author diana abujabers tough independent sugarfiend of a german grandmother wielding.,59.04,5,In stock
815,Livro,letter to a christian nation,nonfiction,In response to the end of faith sam harris received thousands of letters from christians excoriating him for not believing in god letter to a christian nation is his reply using rational argument harris offers a measured refutation.,22.2,1,In stock
816,Livro,lets pretend this never happened a mostly true memoir,nonfiction,For fans of tina fey and david sedarisinternet star jenny lawson aka the bloggess makes her literary debut jenny lawson realized that the most mortifying moments of our livesthe ones wed like to pretend never happenedare in fact the ones that define us in the new york times.,45.11,1,In stock
817,Livro,legend legend,young adult,There is an alternate cover edition for this isbn herewhat was once the western united states is now home to the republic a nation perpetually at war with its neighbors born into an elite family in one of the republics wealthiest districts fifteenyearold june is a prodigy being groomed for success in the republics highest military.,43.69,4,In stock
819,Livro,lamb the gospel according to biff christs childhood pal,humor,The birth of jesus has been well chronicled as have his glorious teachings acts and divine sacrifice after his thirtieth birthday but no one knows about the early life of the son of god the missing years except biff the messiahs best bud who has been resurrected to tell the story.,55.5,5,In stock
820,Livro,lady renegades rebel belle,young adult,Just as harper price starts coming to terms with her role as david starks battleready paladin protector and girlfriendher world goes crazy all over againoverwhelmed by his oracle powers david flees pine grove and starts turning teenage girls into paladinsand these young.,53.04,5,In stock
821,Livro,jurassic park jurassic park,fiction,A billionaire has created a technique to clone dinosaurs from the dna that his crack team of scientists extract he is able to grow the dinosaurs in his laboratories and lock them away on an island behind.,44.97,1,In stock
822,Livro,its never too late to begin again discovering creativity and meaning at midlife and beyond,nonfiction,The book you hold in your hands is the distillate of a quarter centurys teaching it is my attempt to answer what next for students who are embarking on their second actjulia cameron julia cameron has inspired millions with her bestseller on creativitythe artists way inits never too late to begin againshe turns her eye to a segment of the population that the book you hold in your hands is the distillate of a quarter centurys teaching it is my attempt to answer what next for students who are embarking on their second.,42.38,1,In stock
824,Livro,into the wild,nonfiction,In april a young man from a welltodo family hitchhiked to alaska and walked alone into the wilderness north of mt mckinley his name was christopher johnson mccandless he had given in savings to charity abandoned his car and most of his possessions burned all the cash in his wallet and invented a new life for himself four months later his decomposed.,56.7,5,In stock
825,Livro,inferno robert langdon,fiction,In his international blockbusters the da vinci code angels demons and the lost symbol dan brown masterfully fused history art codes and symbols in this riveting new thriller brown returns to his element and has crafted his higheststakes novel to datein the heart of italy.,41.0,5,In stock
826,Livro,in the garden of beasts love terror and an american family in hitlers berlin,nonfiction,The time is the place berlin when william e dodd becomes americas first ambassador to hitlers germany in a year that proved to be a turning point in historya mildmannered professor from chicago dodd brings along his wife son and flamboyant daughter martha at first martha is entranced by the parties and pomp and the handsome young men of the third reich w the time is the place berlin when william e dodd becomes americas first ambassador to hitlers germany in.,28.85,3,In stock
827,Livro,if i run if i run,christian fiction,Casey knows the truthbut it wont set her freecasey coxs dna is all over the crime scene theres no use talking to police they have failed her abysmally before she has to flee before shes arrested or worse the truth doesnt matter anymorebut what is the truth thats the question haunting dylan roberts the warweary veteran hired to.,49.97,4,In stock
828,Livro,ive got your number,womens fiction,Ive lost it the only thing in the world i wasnt supposed to lose my engagement ring its been in magnuss family for three generations and now the very same day his parents are coming ive lost it the very same day do not hyperventilate poppy stay positive poppy wyatt has never felt luckier she is about to marry her ideal man magnus tavish but in on ive lost it the.,19.69,1,In stock
829,Livro,i am malala the girl who stood up for education and was shot by the taliban,nonfiction,I come from a country that was created at midnight when i almost died it was just after middaywhen the taliban took control of the swat valley in pakistan one girl spoke out malala yousafzai refused to be silenced and fought for her right to an educationon tuesday october when she was fifteen she almost paid the ultimate price she was shot in the head at.,28.88,2,In stock
830,Livro,hungry girl clean  hungry easy allnatural recipes for healthy eating in the real world,food and drink,The instant new york times and usa today bestsellerhungry girl clean hungry healthy recipes for clean eating in the real worldcomplete with fullcolor photos of every recipe hungry girl clean hungry combines the best of hungry girl with the best of clean eating the food is still guiltfree and.,33.14,3,In stock
831,Livro,house of lost worlds dinosaurs dynasties and the story of life on earth,history,This fascinating book tells the story of how one museum changed ideas about dinosaurs dynasties and even the story of life on earth the yale peabody museum of natural history now celebrating its th anniversary has remade the way we see the world delving into the museums storied and colorful past awardwinning author richard conniff introduces a cast of bold.,43.7,2,In stock
832,Livro,house of leaves,horror,Years ago when house of leaves was first being passed around it was nothing more than a badly bundled heap of paper parts of which would occasionally surface on the internet no one could have anticipated the small but devoted following this terrifying story would soon command starting with an odd assortment of marginalized youth musicians tattoo artists programme years ago when house of leaves was first being passed around it was.,54.89,1,In stock
833,Livro,horrible bear,childrens,The new york timesbestselling duo behind wolfie the bunny presents a hilarious new book about accidents outbursts mannersand the power of saying im sorrybear didnt mean to break a little girls kite but shes upset anywayupset enough to.,37.52,2,In stock
834,Livro,holidays on ice,humor,A new holiday classicsix of the most.,51.07,2,In stock
835,Livro,heir to the sky,fantasy,As heir to a kingdom of floating continents kali has spent her life bound by limitsby her duties as a member of the royal family by a forced betrothal to the son of a nobleman and by the edge of the only world shes ever knowna small island hovering above a monsterridden earth long since uninhabited by humans she is the.,44.07,4,In stock
836,Livro,green eggs and ham beginner books b,childrens,Do you like green eggs and ham asks samiam in this beginner book by dr seuss in a house or with a mouse in a boat or with a goat on a train or in a tree sam keeps asking persistently with unmistakable characters and signature rhymes dr seusss beloved.,10.79,4,In stock
837,Livro,grayson vol  nemesis grayson,sequential art,In this collection grayson faces some of his most difficult challenges not only must he take on lex luthor and risks losing his position with spyral but dick finds that in order to save agent.,42.72,1,In stock
838,Livro,gratitude,nonfiction,A deeply moving testimony and celebration of how to embrace lifein january oliver sacks was diagnosed with a recurrence of cancer and he shared this news in a new york times essay that inspired readers all over the world i cannot pretend i am without fear.,26.66,5,In stock
840,Livro,golden heart of dread,young adult,The actionpacked finale to the heart of dread seriesin this epic conclusion to the trilogy nat and wes go on a journey to find the rift save the source of magic and defeat the drau the pirates and the rsabut at a great sacrifice wes is dying.,42.21,4,In stock
841,Livro,girl in the blue coat,historical fiction,Amsterdam hanneke spends her days finding and delivering soughtafter black market goods to paying customers nights hiding the true nature of her work from her concerned parents and every waking moment mourning her boyfriend who was killed on the dutch front lines when the german army invaded her illegal work keeps her family afloat and hanneke also likes.,46.83,2,In stock
842,Livro,fruits basket vol  fruits basket,sequential art,A family with an ancient curseand the girl who will change their lives foreverits valentines day and you know what that means lots of chocolates for the cutest boys at school in this case its.,45.17,2,In stock
843,Livro,friday night lights a town a team and a dream,sports and games,Return once again to the enduring account of life in the mojo lane to the permian panthers of odessa the winningest high school football team in texas history odessa is not known to be a town big on dreams but the panthers help keep the hopes and dreams of this small dusty town going socially and.,51.22,3,In stock
845,Livro,fifty shades freed fifty shades,adult fiction,When unworldly student anastasia steele first encountered the driven and dazzling young entrepreneur christian grey it sparked a sensual affair that changed both of their lives irrevocably shocked intrigued and ultimately repelled by christians singular erotic tastes ana demands a deeper commitment determined to keep her christian agreesnow ana and christian.,15.36,5,In stock
847,Livro,extreme prey lucas davenport,mystery,The extraordinary new lucas davenport thriller from new york timesbestselling author and pulitzer prize winner john sandford after the events in gathering prey lucas davenport finds himself in a very unusual situationno longer employed by the minnesota bca.,25.4,3,In stock
848,Livro,eragon the inheritance cycle,fantasy,One boy one dragon a world of adventurewhen eragon finds a polished blue stone in the forest he thinks it is the lucky discovery of a poor farm boy perhaps it will buy his family meat for the winter but when the stone brings a dragon hatchling eragon realizes he has stumbled.,43.87,3,In stock
850,Livro,dune dune,science fiction,Set in the far future amidst a sprawling feudal interstellar empire where planetary dynasties are controlled by noble houses that owe an allegiance to the imperial house corrino dune tells the story of young paul atreides the heir apparent to duke leto atreides and heir of house atreides as.,54.86,1,In stock
852,Livro,do androids dream of electric sheep blade runner,science fiction,By the world war has killed millions driving entire species into extinction and sending mankind offplanet those who remain covet any living creature and for people who cant afford one companies have built incredibly realistic simulacrae horses birds cats sheep theyve.,51.48,1,In stock
853,Livro,disrupted my misadventure in the startup bubble,nonfiction,Instant new york times bestseller wildly entertaining lyons has injected a dose of sanity into a world gone mad ashlee vance new york timesbestselling author of elon muskfor twentyfive years dan lyons was a magazine writer at the top of his professionuntil one friday morning when he received a phone call poof his job no longer existed i think they just w instant new york times bestseller wildly entertaining lyons has injected a dose of sanity into a world gone mad ashlee vance new york timesbestselling author of elon muskfor twentyfive years dan lyons was a magazine writer at the top of his professionuntil one friday.,15.28,5,In stock
856,Livro,darkfever fever,fantasy,When her sister is murdered leaving a single clue to her deatha cryptic message on mackayla lanes cell phonemac journeys to ireland in search of answers the quest to find her sisters killer draws her into a shadowy realm where nothing.,56.02,1,In stock
858,Livro,crazy rich asians crazy rich asians,fiction,Crazy rich asians is the outrageously funny debut novel about three superrich pedigreed chinese families and the gossip backbiting and scheming that occurs when the heir to one of the most massive fortunes in asia brings home his abc americanborn chinese girlfriend to the wedding of the seasonwhen rachel chu agrees to spend the summer in singapore with her boyfrien crazy rich asians is the outrageously funny debut novel about three superrich pedigreed chinese.,49.13,5,In stock
859,Livro,counting thyme,childrens,When elevenyearold thyme owens little brother val is accepted into a new cancer drug trial its just the second chance that he needs but it also means the owens family has to move to new york thousands of miles away from thymes best friend and everything she knows and loves the island of manhattan doesnt exactly inspire new beginnings but thyme tries to embrace.,10.62,1,In stock
861,Livro,civilization and its discontents,psychology,It stands as a brilliant summary of the views on culture from a psychoanalytic perspective that he had been developing since the turn of the century it is both witness and tribute to the late theory of mindthe socalled structural theory with its stress on aggression indeed the death drive as the pitiless adversary of eroscivilization and its discontents is one of th it stands as a brilliant summary of the views on culture from a psychoanalytic.,59.95,2,In stock
862,Livro,cinder the lunar chronicles,young adult,Humans and androids crowd the raucous streets of new beijing a deadly plague ravages the population from space a ruthless lunar people watch waiting to make their move no one knows that earths fate hinges on one girlcinder a gifted mechanic is a.,26.09,1,In stock
863,Livro,catastrophic happiness finding joy in childhoods messy years,parenting,A comic and heartwarming memoir about childhoods second act from real simple journalist catherine newman much is written about a childs infancy and toddler years which is good since children will never remember it themselves it is ages that make up the second act as catherine newman puts it in this.,37.35,2,In stock
864,Livro,career of evil cormoran strike,mystery,Cormoran strike is back with his assistant robin ellacott in a mystery based around soldiers returning from warwhen a mysterious package is delivered to robin ellacott she is horrified to discover that it contains a womans severed legher boss private detective cormoran strike is less surprised but no less alarmed there are four people from his past who.,24.72,2,In stock
866,Livro,brave enough,nonfiction,From the bestselling author of wild a collection of quotesdrawn from the wide range of her writingsthat capture her wisdom courage and outspoken humor presented in a giftsized package thats as irresistible to give as it is to receive around the world thousands of people have found inspiration in the words of cheryl strayed who in her three prior books and in from the.,51.32,5,In stock
867,Livro,boy meets boy,young adult,This is the story of paul a sophomore at a high school like no other the cheerleaders ride harleys the homecoming queen used to be a guy named daryl she now prefers infinite darlene and is also the star quarterback and the gaystraight alliance was formed to help the straight kids learn how to dancewhen paul meets noah.,21.12,3,In stock
868,Livro,born to run a hidden tribe superathletes and the greatest race the world has never seen,nonfiction,Full of incredible characters amazing athletic achievements cuttingedge science and most of all pure inspiration born to run is an epic adventure that began with one simple question why does my foot hurt in search of an answer christopher mcdougall sets off to find a tribe of the worlds greatest distance runners and learn their secrets and in the process shows full of incredible characters amazing athletic achievements cuttingedge science and most of all pure inspiration born to run is an epic adventure that began with one simple question why does my foot hurt.,27.35,2,In stock
869,Livro,blink the power of thinking without thinking,nonfiction,In his landmark bestseller the tipping point malcolm gladwell redefined how we understand the world around us now in blink he revolutionizes the way we understand the world within blink is a book about how we think without thinking about choices that seem to be made in an instantin the blink of an eyethat actually arent as simple as they seem why are some peopl in his landmark bestseller the tipping point malcolm gladwell redefined how we understand the world around us now in blink he revolutionizes the way we understand the world within blink is a.,21.74,5,In stock
870,Livro,black flags the rise of isis,nonfiction,Pulitzer prizewinning reporter joby warrick reveals how the strain of militant islam now raising its banner across iraq and syria spread from a remote jordanian prison with the unwitting aid of american military interventionwhen he succeeded his father in king abdullah of jordan released a batch of political prisoners in the hopes of smoothing his transition to pow pulitzer prizewinning reporter joby warrick reveals how the strain of militant islam now raising its banner across iraq and syria spread from a remote jordanian prison with the.,40.87,1,In stock
871,Livro,black butler vol  black butler,sequential art,In the victorian ages of london the earl of the phantomhive house ciel phantomhive needs to.,49.31,1,In stock
872,Livro,big little lies,fiction,Big little lies follows three women each at a crossroadsmadeline is a force to be reckoned with shes funny and biting passionate she remembers everything and forgives no one her exhusband and his yogi new wife have moved into her beloved beachside community and their daughter is in the same kindergarten class as madelines youngest how is this possible and to big little lies follows three women each at a crossroadsmadeline is a force to.,22.11,1,In stock
873,Livro,between shades of gray,historical fiction,Lina is just like any other fifteenyearold lithuanian girl in she paints she draws she gets crushes on boys until one night when soviet officers barge into her home tearing her family from the comfortable life theyve known separated from her father forced onto a crowded and dirty train car lina her mother and her young brother slowly.,20.79,5,In stock
874,Livro,best of my love fools gold,romance,An irresistible new love story from the new york times bestselling author of the fools gold series set in a town library journal calls so appealing readers will want to start scoping out real estate to overcome her painful past baker shelby gilmore goes on the hunt for a frienda male friendto convince her stubborn psyche that men can be trusted but.,27.41,2,In stock
875,Livro,beowulf,classics,The national bestseller and winner of the whitbread award composed toward the end of the first millennium beowulf is the classic northern epic of a heros triumphs as a young warrior and his fated death as a defender of his people the poem is about encountering the monstrous defeating.,38.35,2,In stock
877,Livro,awkward,sequential art,Cardinal rule for surviving school dont get noticed by the mean kidscardinal rule for surviving school seek out groups with similar interests and join themon her first day at her new school penelopepeppitorres reminds herself of these basics but when she trips into a quiet boy in the hall jaime thompson shes.,38.02,2,In stock
878,Livro,ash,fantasy,Cinderella retold in the wake of her fathers death ash is left at the mercy of her cruel stepmother consumed with grief her only joy comes by the light of the dying hearth fire rereading the fairy tales her mother once told her in her dreams someday the fairies will steal her away as they are said to do.,22.06,4,In stock
879,Livro,are we there yet,childrens,Caldecott medalist dan santat takes readers on the road trip of a lifetimeare we there yet every parent has heard this classic kid question on a long car rideand after reading this astonishingly inventive new book that even turns upside down for several pages youll never look at.,10.66,3,In stock
880,Livro,are we smart enough to know how smart animals are,nonfiction,What separates your mind from an animals maybe you think its your ability to design tools your sense of self or your grasp of past and futureall traits that have helped us define ourselves as the planets preeminent species but in recent decades these claims have eroded or even been disproven outright by a revolution in the study of animal cognition take the way what separates your mind from an animals maybe you think its your ability to design tools your sense of self or your grasp.,56.58,1,In stock
